verse_text,matching_words,match,version,verse_id,doc_id,tokens,tfidf,proportion,runs_pval,corpus
"Thou shalt not see thy brother’s ox or his sheep driven away, and hide thyself from them; thou shalt surely bring them back unto thy brother.",back bring thou shalt thou shalt thy thy unto thou shalt thy thou thou shalt thy thy thou thy thy thy thou thy thou thou shalt thy thou shalt thy thou thy thou shalt thou shalt thou shalt thy thou shalt bring back back ox,,,Deuteronomy 22:1 (JPS 1917),sn83045433/1915-12-20/ed-1/seq-1/,12,0.344,0.056,0,chronam
"And he put the altar of burnt offering by the door of the tabernacle of the tent of the congregation, and offered upon it the burnt offering and the meat offering; as the LORD commanded Moses.",tent put put upon upon altar altar tabernacle lord moses tabernacle tent congregation upon altar put door tabernacle altar burnt offering door tabernacle tent tent congregation altar put tabernacle altar burnt offering altar altar door tabernacle congregation tabernacle tabernacle tabernacle tabernacle tabernacle tabernacle tabernacle tent tent tent altar burnt put tabernacle tabernacle offered lord lord,,,Exodus 40:29 (KJV),sn85029677/1902-08-02/ed-1/seq-4/,12,0.696,0.077,0,chronam
"And oppress not the widow, and the fatherless, and the stranger, and the poor: and let not a man devise evil in his heart against his brother.",man man poor man brother oppress widow fatherless stranger poor let evil brother heart,,,Zechariah 7:10 (Douay-Rheims),sn86090528/1920-03-06/ed-1/seq-4/,12,1.031,0.1,0,chronam
"And he said unto him, Take me an heifer of three years old, and a she-goat of three years old, and a ram of three years old, and a turtledove, and a young pigeon.",years said years old said said years old years take three years old years three years old three old years years three take old old old old old said said said said said said said said said said said said said said said said said said said said said said said said said said said three said said said said said,,,Genesis 15:9 (RV),sn94060041/1894-09-01/ed-1/seq-4/,12,0.578,0.062,0.001,chronam
"Now if this is boasting, even so will I boast; for this is my life and my light, my joy and my salvation, and my redemption from everlasting wo. Yea, blessed is the name of my God, who has been mindful of this people, who are a branch of the tree of Israel, and has been lost from its body in a strange land; yea, I say, blessed be the name of my God, who has been mindful of us, wanderers in a strange land.",people land now light land us people now us even us people now land,,,Alma 26:36,sn86091197/1915-01-01/ed-1/seq-5/,12,0.26,0.025,0,chronam
"But seek ye first his kingdom, and his righteousness; and all these things shall be added unto you.",first first shall shall things first shall shall added seek first kingdom righteousness things added unto things,,,Matthew 6:33 (RV),5FEP-1887-OCT31-002-003,11,1.558,0.153,0,ncnp
"For the children of Israel shall sit many days without king, and without prince, and without sacrifice, and without altar, and without ephod, and without theraphim.",many without many without without many many without without many without without without without many days shall shall many,,,Hosea 3:4 (Douay-Rheims),sn84023200/1870-09-28/ed-1/seq-1/,11,0.622,0.065,0.831,chronam
"Else would they not have ceased to be offered, because the worshippers, having been once cleansed, would have had no more conscience of sins?",,,,Hebrews 10:2 (RV),sn86058226/1908-09-28/ed-1/seq-3/,11,0.543,0.061,0,chronam
"And we are willing to enter into a covenant with our God to do his will, and to be obedient to his commandments in all things that he shall command us, all the remainder of our days, that we may not bring upon ourselves a never-ending torment, as has been spoken by the angel, that we may not drink out of the cup of the wrath of God.",things shall upon upon us may shall may shall upon may may may may upon us may upon upon upon us upon may,,,Mosiah 5:5,5DYL-1843-MAR07-002-005,11,0.246,0.028,0.022,ncnp
Thou shalt not uncover the nakedness of thy daughter in law: she is thy son's wife; thou shalt not uncover her nakedness.,thy thou shalt thou shalt thou shalt thy thou shalt thy shalt thou thy thy thou shalt thou thy thy daughter thy thy thy thy thy law thy thou shalt thou shalt law law law law thou shalt thy thy thy thy thy law law law law thou shalt thy law,,,Leviticus 18:15 (KJV),5AKF-1887-JUN02-003-001,11,0.401,0.076,0,ncnp
"The fifth, sardonyx; the sixth, sardius; the seventh, chrysolite; the eighth, beryl; the ninth, a topaz; the tenth, a chrysoprasus; the eleventh, a jacinth; the twelfth, an amethyst.",fifth sixth seventh eighth ninth tenth eleventh twelfth,,,Revelation 21:20 (KJV),5EAP-1894-JUN16-009-014,11,0.785,0.076,0.415,ncnp
"And these are they by the way side, where the word is sown, and as soon as they have heard, immediately Satan cometh and taketh away the word that was sown in their hearts.",sown word side side word cometh immediately taketh away word sown hearts word hearts immediately way away way way away soon way way side side word word way soon away away way soon soon,,,Mark 4:15 (Douay-Rheims),sn83030313/1868-04-27/ed-1/seq-10/,11,0.804,0.076,0,chronam
"And I will have mercy on the house of Juda, and I will save them by the Lord their God: and Iwill not save them by bow, nor by sword, nor by battle, nor by horses, nor by horsemen.",battle house,,,Hosea 1:7 (Douay-Rheims),sn82015672/1853-12-02/ed-1/seq-2/,11,0.434,0.054,0.408,chronam
"That ye may with one mind and one mouth glorify God, even the Father of our Lord Jesus Christ.",one one one one one may one even one god one even may god may may may one god christ ye ye even god god one god lord god may god may may god god god christ one one god one god one god one god god one even one christ even one christ god one one christ one god one god even lord jesus christ may mind one,,,Romans 15:6 (KJV),5DUR-1849-JUN15-001-008,10,0.673,0.083,0.164,ncnp
"To Timothy my dearly beloved son, grace, mercy, and peace, from God the Father, and from Christ Jesus our Lord.",lord lord jesus lord jesus christ god god lord christ lord jesus god mercy lord jesus lord jesus god lord jesus grace god grace god god god christ jesus lord god lord jesus god son father son father peace,,,2 Timothy 1:2 (Douay-Rheims),sn96077142/1901-03-02/ed-1/seq-2/,10,0.797,0.093,0,chronam
"Now there were many of the people who were exceedingly angry because of those who testified of these things; and those who were angry were chiefly the chief judges, and they who had been high priests and lawyers; yea, all those who were lawyers were angry with those who testified of these things.",people now people people people now people many people people people many many many many many many many now many many many things high many many now now many yea,,,3 Nephi 6:21,sn84024441/1902-05-07/ed-1/seq-2/,10,0.221,0.024,0,chronam
"And now the number of prisoners who were taken exceeded more than the number of those who had been slain, yea, more than those who had been slain on both sides.",now now now taken number number exceeded now now now now prisoners now taken taken now now number now sides now now number now,,,Alma 52:40,sn83035102/1856-12-04/ed-1/seq-2/,10,0.339,0.04,0.004,chronam
"Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with every spiritual blessing in the heavenly places in Christ:",us father father father every christ spiritual god christ god christ places god hath father christ christ christ god lord jesus christ father christ christ christ christ christ christ us christ christ father every god christ hath god christ every us every every every,,,Ephesians 1:3 (ASV),sn82015483/1889-08-12/ed-1/seq-2/,10,0.498,0.069,0,chronam
And the second is like to this: Thou shalt love thy neighbor as thyself.,second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second love thou love thy neighbor thyself like like,,,Matthew 22:39 (Douay-Rheims),sn90059523/1905-04-12/ed-1/seq-5/,10,1.901,0.208,0,chronam
"Unto the end, a psalm for David. The fool hath said in his heart: There is no God, They are corrupt, and are become abominable in their ways: there is none that doth good, no not one.",one said one become heart said become said one none good one become one one one become heart said become become become one heart good,,,Psalm 14:1 (Douay-Rheims),sn86086632/1897-03-15/ed-1/seq-5/,10,0.482,0.052,0,chronam
"'If it had not been the LORD who was for us, When men rose up against us,",men men men men,,,Psalm 124:2 (JPS 1917),5DXL-1834-MAR31-002-001,10,0.931,0.119,0,ncnp
"Thou shalt sow, but thou shalt not reap; thou shalt tread the olives, but thou shalt not anoint thee with oil; and sweet wine, but shalt not drink wine.",thou shalt thou shalt,,,Micah 6:15 (KJV),5AIX-1887-OCT17-005-001,10,0.301,0.044,0,ncnp
